,case_id,sanctioning_state,sanctioned_state,begin,end,trade,arms,military,financial,travel,other,trade_obj,arms_obj,military_obj,financial_obj,travel_obj,other_obj,trade_suc,arms_suc,military_suc,financial_suc,travel_suc,other_suc,objective,success
1051,1052,United States,Nepal,2005,2005,0,1,1,0,0,0,NA,democracy,human_rights,NA,NA,NA,NA,success_part,success_part,NA,NA,NA,"democracy,human_rights","success_part,success_part"
1052,1053,EU,Sudan,2005,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1053,1054,Turkey,Sudan,2005,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1054,1055,Croatia,Sudan,2005,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1055,1056,Macedonia,Sudan,2005,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1056,1057,Montenegro,Sudan,2005,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1057,1058,Iceland,Sudan,2005,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1058,1059,Albania,Sudan,2005,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1059,1060,Serbia,Sudan,2005,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1060,1061,Liechtenstein,Sudan,2005,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1061,1062,Norway,Sudan,2005,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1062,1063,Armenia,Sudan,2005,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1063,1064,UN,Sudan,2005,2022,0,0,0,1,1,0,NA,NA,NA,human_rights,end_war,NA,NA,NA,NA,ongoing,ongoing,NA,"human_rights,end_war","ongoing,ongoing"
1064,1065,UN,Syria,2005,2007,0,0,0,1,1,0,NA,NA,NA,terrorism,policy_change,NA,NA,NA,NA,failed,success_total,NA,"terrorism,policy_change","failed,success_total"
1065,1066,African Union,Togo,2005,2005,0,1,0,0,0,1,NA,democracy,NA,NA,NA,democracy,NA,success_total,NA,NA,NA,success_total,democracy,success_total
1066,1067,ECOWAS,Togo,2005,2005,0,1,0,0,1,1,NA,democracy,NA,NA,democracy,democracy,NA,success_total,NA,NA,success_total,success_total,democracy,success_total
1067,1068,Nigeria,Togo,2005,2005,0,0,0,0,0,1,NA,NA,NA,NA,NA,democracy,NA,NA,NA,NA,NA,nego_settlement,democracy,nego_settlement
1068,1069,United Kingdom,Uganda,2005,2007,0,0,0,1,0,0,NA,NA,NA,human_rights,NA,NA,NA,NA,NA,success_part,NA,NA,human_rights,success_part
1069,1070,Norway,Uganda,2005,2007,0,0,0,1,0,0,NA,NA,NA,human_rights,NA,NA,NA,NA,NA,success_part,NA,NA,human_rights,success_part
1070,1071,Ireland,Uganda,2005,2007,0,0,0,1,0,0,NA,NA,NA,human_rights,NA,NA,NA,NA,NA,success_part,NA,NA,human_rights,success_part
1071,1072,Netherlands,Uganda,2005,2007,0,0,0,1,0,0,NA,NA,NA,human_rights,NA,NA,NA,NA,NA,success_part,NA,NA,human_rights,success_part
1072,1073,Sweden,Uganda,2005,2007,0,0,0,1,0,0,NA,NA,NA,human_rights,NA,NA,NA,NA,NA,success_part,NA,NA,human_rights,success_part
1073,1074,EU,Uzbekistan,2005,2009,1,1,1,0,1,0,human_rights,human_rights,human_rights,NA,human_rights,NA,success_part,success_part,success_part,NA,success_part,NA,human_rights,success_part
1074,1075,Canada,Belarus,2006,2016,1,0,0,0,0,0,human_rights,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,NA,human_rights,success_total
1075,1076,EU,Belarus,2006,2011,0,0,0,1,1,0,NA,NA,NA,democracy,human_rights,NA,NA,NA,NA,failed,failed,NA,"democracy,human_rights","failed,failed"
1076,1077,Croatia,Belarus,2006,2011,0,0,0,1,1,0,NA,NA,NA,democracy,human_rights,NA,NA,NA,NA,failed,failed,NA,"democracy,human_rights","failed,failed"
1077,1078,Macedonia,Belarus,2006,2011,0,0,0,1,1,0,NA,NA,NA,democracy,human_rights,NA,NA,NA,NA,failed,failed,NA,"democracy,human_rights","failed,failed"
1078,1079,Montenegro,Belarus,2006,2011,0,0,0,1,1,0,NA,NA,NA,democracy,human_rights,NA,NA,NA,NA,failed,failed,NA,"democracy,human_rights","failed,failed"
1079,1080,Bosnia and Herzegovina,Belarus,2006,2011,0,0,0,1,1,0,NA,NA,NA,democracy,human_rights,NA,NA,NA,NA,failed,failed,NA,"democracy,human_rights","failed,failed"
1080,1081,Iceland,Belarus,2006,2011,0,0,0,1,1,0,NA,NA,NA,democracy,human_rights,NA,NA,NA,NA,failed,failed,NA,"democracy,human_rights","failed,failed"
1081,1082,Albania,Belarus,2006,2011,0,0,0,1,1,0,NA,NA,NA,democracy,human_rights,NA,NA,NA,NA,failed,failed,NA,"democracy,human_rights","failed,failed"
1082,1083,Serbia,Belarus,2006,2011,0,0,0,1,1,0,NA,NA,NA,democracy,human_rights,NA,NA,NA,NA,failed,failed,NA,"democracy,human_rights","failed,failed"
1083,1084,Liechtenstein,Belarus,2006,2011,0,0,0,1,1,0,NA,NA,NA,democracy,human_rights,NA,NA,NA,NA,failed,failed,NA,"democracy,human_rights","failed,failed"
1084,1085,Norway,Belarus,2006,2011,0,0,0,1,1,0,NA,NA,NA,democracy,human_rights,NA,NA,NA,NA,failed,failed,NA,"democracy,human_rights","failed,failed"
1085,1086,Switzerland,Belarus,2006,2016,0,0,0,1,1,0,NA,NA,NA,democracy,human_rights,NA,NA,NA,NA,success_total,success_part,NA,"democracy,human_rights","success_total,success_part"
1086,1087,United States,Belarus,2006,2022,1,0,0,1,1,0,democracy,NA,NA,human_rights,human_rights,NA,ongoing,NA,NA,ongoing,ongoing,NA,"democracy,human_rights","ongoing,ongoing"
1087,1088,United States,Congo,2006,2022,1,0,0,1,0,0,end_war,NA,NA,democracy,NA,NA,ongoing,NA,NA,ongoing,NA,NA,"end_war,democracy,human_rights","ongoing,ongoing,ongoing"
1088,1089,United States,Democratic Republic of the,2006,2022,1,0,0,1,0,0,end_war,NA,NA,democracy,NA,NA,ongoing,NA,NA,ongoing,NA,NA,"end_war,democracy,human_rights","ongoing,ongoing,ongoing"
1089,1090,United States,Cote d'Ivoire,2006,2017,0,0,0,1,0,0,NA,NA,NA,end_war,NA,NA,NA,NA,NA,success_total,NA,NA,"end_war,human_rights","success_total,success_total"
1090,1091,Australia,Fiji,2006,2014,0,0,1,0,1,0,NA,NA,democracy,NA,democracy,NA,NA,NA,success_total,NA,success_total,NA,democracy,success_total
1091,1092,Commonwealth,Fiji,2006,2014,0,0,0,0,0,1,NA,NA,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,democracy,success_total
1092,1093,New Zealand,Fiji,2006,2014,0,0,1,1,1,0,NA,NA,democracy,democracy,democracy,NA,NA,NA,success_part,success_part,success_part,NA,democracy,success_part
1093,1094,United States,Fiji,2006,2014,0,0,1,1,0,0,NA,NA,democracy,democracy,NA,NA,NA,NA,success_total,success_total,NA,NA,democracy,success_total
1094,1095,Russia,Georgia,2006,2013,1,0,0,0,0,0,other,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,NA,"other,policy_change","success_total,success_total"
1095,1096,Russia,Georgia,2006,2011,1,0,0,0,1,1,other,NA,NA,NA,policy_change,policy_change,nego_settlement,NA,NA,NA,nego_settlement,nego_settlement,"other,policy_change","nego_settlement,nego_settlement"
1096,1097,Japan,Iran,2006,2016,1,0,0,0,0,0,prevent_war,NA,NA,NA,NA,NA,success_part,NA,NA,NA,NA,NA,prevent_war,success_part
1097,1098,UN,Iran,2006,2016,1,0,0,1,1,0,prevent_war,NA,NA,prevent_war,prevent_war,NA,success_total,NA,NA,success_total,success_total,NA,prevent_war,success_total
1098,1099,Australia,Korea,2006,2022,1,1,1,1,1,1,prevent_war,prevent_war,prevent_war,prevent_war,prevent_war,prevent_war,ongoing,ongoing,ongoing,ongoing,ongoing,ongoing,prevent_war,ongoing
1099,1100,Australia,North,2006,2022,1,1,1,1,1,1,prevent_war,prevent_war,prevent_war,prevent_war,prevent_war,prevent_war,ongoing,ongoing,ongoing,ongoing,ongoing,ongoing,prevent_war,ongoing
1100,1101,EU,Korea,2006,2022,1,1,1,1,1,0,prevent_war,prevent_war,prevent_war,prevent_war,prevent_war,NA,ongoing,ongoing,ongoing,ongoing,ongoing,NA,prevent_war,ongoing
1101,1102,EU,North,2006,2022,1,1,1,1,1,0,prevent_war,prevent_war,prevent_war,prevent_war,prevent_war,NA,ongoing,ongoing,ongoing,ongoing,ongoing,NA,prevent_war,ongoing
1102,1103,Japan,Korea,2006,2022,1,0,0,1,0,1,prevent_war,NA,NA,prevent_war,NA,prevent_war,ongoing,NA,NA,ongoing,NA,ongoing,prevent_war,ongoing
1103,1104,Japan,North,2006,2022,1,0,0,1,0,1,prevent_war,NA,NA,prevent_war,NA,prevent_war,ongoing,NA,NA,ongoing,NA,ongoing,prevent_war,ongoing
1104,1105,Japan,Korea,2006,2008,0,0,0,0,1,0,NA,NA,NA,NA,prevent_war,NA,NA,NA,NA,NA,failed,NA,prevent_war,failed
1105,1106,Japan,North,2006,2008,0,0,0,0,1,0,NA,NA,NA,NA,prevent_war,NA,NA,NA,NA,NA,failed,NA,prevent_war,failed
1106,1107,UN,Korea,2006,2022,1,1,1,1,1,1,prevent_war,prevent_war,prevent_war,prevent_war,prevent_war,prevent_war,ongoing,ongoing,ongoing,ongoing,ongoing,ongoing,prevent_war,ongoing
1107,1108,UN,North,2006,2022,1,1,1,1,1,1,prevent_war,prevent_war,prevent_war,prevent_war,prevent_war,prevent_war,ongoing,ongoing,ongoing,ongoing,ongoing,ongoing,prevent_war,ongoing
1108,1109,EU,Lebanon,2006,2022,0,1,1,1,0,0,NA,end_war,end_war,end_war,NA,NA,NA,ongoing,ongoing,ongoing,NA,NA,end_war,ongoing
1109,1110,Israel,Lebanon,2006,2006,1,0,0,0,1,1,territorial_conflict,NA,NA,NA,end_war,end_war,failed,NA,NA,NA,failed,failed,"territorial_conflict,end_war","failed,failed"
1110,1111,UN,Lebanon,2006,2022,0,1,1,0,0,0,NA,end_war,end_war,NA,NA,NA,NA,ongoing,ongoing,NA,NA,NA,end_war,ongoing
1111,1112,United States,Malagasy Republic,2006,2014,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,"democracy,human_rights,end_war","success_total,success_total,success_total"
1112,1113,Russia,Moldova,2006,2007,1,0,0,0,0,0,other,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,NA,"other,policy_change","failed,failed"
1113,1114,Switzerland,Myanmar,2006,2012,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_part,success_part,success_part,success_part,success_part,NA,human_rights,success_part
1114,1115,EU,Palestine,2006,2007,0,0,0,1,0,0,NA,NA,NA,policy_change,NA,NA,NA,NA,NA,success_total,NA,NA,"policy_change,prevent_war,terrorism","success_total,nego_settlement,failed"
1115,1116,United States,Palestine,2006,2007,0,0,0,1,0,0,NA,NA,NA,policy_change,NA,NA,NA,NA,NA,success_total,NA,NA,"policy_change,prevent_war,terrorism","success_total,nego_settlement,failed"
1116,1117,United States,Sudan,2006,2022,1,0,0,1,1,0,human_rights,NA,NA,end_war,end_war,NA,ongoing,NA,NA,ongoing,ongoing,NA,"human_rights,end_war","ongoing,ongoing"
1117,1118,United States,Sudan,2006,2017,1,0,0,1,0,0,territorial_conflict,NA,NA,end_war,NA,NA,success_part,NA,NA,success_part,NA,NA,"territorial_conflict,end_war","success_part,success_part"
1118,1119,United States,Syria,2006,2022,0,0,0,1,0,0,NA,NA,NA,terrorism,NA,NA,NA,NA,NA,ongoing,NA,NA,terrorism,ongoing
1119,1120,United States,Thailand,2006,2008,0,0,1,0,0,0,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,NA,"democracy,human_rights","success_total,success_total"
1120,1121,Russia,Ukraine,2006,2006,1,0,0,0,0,0,policy_change,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,NA,policy_change,failed
1121,1122,Switzerland,Uzbekistan,2006,2009,1,1,1,0,1,0,human_rights,human_rights,human_rights,NA,human_rights,NA,success_part,success_part,success_part,NA,success_part,NA,human_rights,success_part
1122,1123,United States,Venezuela,2006,2022,0,1,0,0,0,0,NA,policy_change,NA,NA,NA,NA,NA,ongoing,NA,NA,NA,NA,policy_change,ongoing
1123,1124,New Zealand,Afghanistan,2007,2022,0,1,1,0,1,0,NA,terrorism,end_war,NA,end_war,NA,NA,ongoing,ongoing,NA,ongoing,NA,"terrorism,end_war","ongoing,ongoing"
1124,1125,United States,Eritrea,2007,2022,0,0,0,0,1,1,NA,NA,NA,NA,policy_change,policy_change,NA,NA,NA,NA,ongoing,ongoing,policy_change,ongoing
1125,1126,EU,Fiji,2007,2015,1,0,0,1,0,0,democracy,NA,NA,democracy,NA,NA,success_part,NA,NA,success_part,NA,NA,democracy,success_part
1126,1127,EU,Iran,2007,2016,0,1,0,0,0,0,NA,prevent_war,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,prevent_war,success_total
1127,1128,UN,Iran,2007,2016,0,1,0,0,0,0,NA,prevent_war,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,prevent_war,success_total
1128,1129,United States,Lebanon,2007,2022,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,ongoing,NA,NA,democracy,ongoing
1129,1130,Canada,Myanmar,2007,2012,1,1,0,1,0,1,human_rights,human_rights,NA,human_rights,NA,human_rights,success_part,success_part,NA,success_part,NA,success_part,human_rights,success_part
1130,1131,Japan,Myanmar,2007,2008,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,failed,NA,NA,"democracy,human_rights","failed,failed"
1131,1132,United States,Myanmar,2007,2016,1,0,0,1,0,0,human_rights,NA,NA,human_rights,NA,NA,success_part,NA,NA,success_part,NA,NA,human_rights,success_part
1132,1133,Commonwealth,Pakistan,2007,2008,0,0,0,0,0,1,NA,NA,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,democracy,success_total
1133,1134,Netherlands,Pakistan,2007,2008,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,"democracy,human_rights","success_total,success_total"
1134,1135,United States,South Vietnam,2007,2016,0,1,0,0,0,0,NA,prevent_war,NA,NA,NA,NA,NA,nego_settlement,NA,NA,NA,NA,"prevent_war,human_rights","nego_settlement,nego_settlement"
1135,1136,United States,Sudan,2007,2017,1,0,0,1,0,0,territorial_conflict,NA,NA,end_war,NA,NA,success_part,NA,NA,success_part,NA,NA,"territorial_conflict,end_war","success_part,success_part"
1136,1137,EU,Bulgaria,2008,2009,0,0,0,1,0,0,NA,NA,NA,other,NA,NA,NA,NA,NA,success_part,NA,NA,other,success_part
1137,1138,EU,Guinea,2008,2013,0,0,0,1,0,0,NA,NA,NA,human_rights,NA,NA,NA,NA,NA,success_total,NA,NA,human_rights,success_total
1138,1139,Australia,Iran,2008,2016,1,1,1,1,1,0,prevent_war,prevent_war,prevent_war,prevent_war,prevent_war,NA,success_total,success_total,success_total,success_total,success_total,NA,prevent_war,success_total
1139,1140,UN,Iran,2008,2016,0,0,0,0,1,0,NA,NA,NA,NA,prevent_war,NA,NA,NA,NA,NA,success_total,NA,prevent_war,success_total
1140,1141,United States,Korea,2008,2022,1,0,0,1,0,0,prevent_war,NA,NA,prevent_war,NA,NA,ongoing,NA,NA,ongoing,NA,NA,prevent_war,ongoing
1141,1142,United States,North,2008,2022,1,0,0,1,0,0,prevent_war,NA,NA,prevent_war,NA,NA,ongoing,NA,NA,ongoing,NA,NA,prevent_war,ongoing
1142,1143,African Union,Mauritania,2008,2009,0,0,0,0,0,1,NA,NA,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,democracy,success_total
1143,1144,United States,Mauritania,2008,2009,0,0,0,1,1,0,NA,NA,NA,democracy,human_rights,NA,NA,NA,NA,success_total,success_total,NA,"democracy,human_rights","success_total,success_total"
1144,1145,United States,Myanmar,2008,2016,1,0,0,0,0,0,human_rights,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,NA,human_rights,success_total
1145,1146,Georgia,Russia,2008,2011,0,0,0,0,0,1,NA,NA,NA,NA,NA,end_war,NA,NA,NA,NA,NA,success_total,end_war,success_total
1146,1147,UN,Somalia,2008,2022,0,1,1,1,1,0,NA,end_war,human_rights,prevent_war,prevent_war,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights,prevent_war","ongoing,ongoing,ongoing"
1147,1148,United States,Venezuela,2008,2022,0,0,0,1,0,0,NA,NA,NA,terrorism,NA,NA,NA,NA,NA,ongoing,NA,NA,terrorism,ongoing
1148,1149,Canada,Zimbabwe,2008,2022,0,1,1,1,0,1,NA,democracy,democracy,democracy,NA,democracy,NA,ongoing,ongoing,ongoing,NA,ongoing,democracy,ongoing
1149,1150,EU,Benin,2009,2017,0,0,0,0,0,1,NA,NA,NA,NA,NA,other,NA,NA,NA,NA,NA,success_total,other,success_total
1150,1151,Russia,Eritrea,2009,2018,1,0,1,0,0,0,end_war,NA,end_war,NA,NA,NA,success_total,NA,success_total,NA,NA,NA,end_war,success_total
1151,1152,UN,Eritrea,2009,2018,0,1,1,1,1,0,NA,end_war,end_war,end_war,end_war,NA,NA,success_total,success_total,success_total,success_total,NA,end_war,success_total
1152,1153,Australia,Fiji,2009,2012,0,0,0,0,1,1,NA,NA,NA,NA,human_rights,democracy,NA,NA,NA,NA,success_part,success_part,"human_rights,democracy","success_part,success_part"
1153,1154,New Zealand,Fiji,2009,2012,0,0,0,0,1,1,NA,NA,NA,NA,human_rights,democracy,NA,NA,NA,NA,success_part,success_part,"human_rights,democracy","success_part,success_part"
1154,1155,Pacific Islands Forum,Fiji,2009,2014,0,0,0,0,0,1,NA,NA,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,democracy,success_total
1155,1156,Russia,Georgia,2009,2011,1,1,0,0,0,0,prevent_war,prevent_war,NA,NA,NA,NA,success_part,success_part,NA,NA,NA,NA,prevent_war,success_part
1156,1157,African Union,Guinea,2009,2010,0,0,0,1,1,1,NA,NA,NA,democracy,democracy,democracy,NA,NA,NA,success_total,success_total,success_total,democracy,success_total
1157,1158,ECOWAS,Guinea,2009,2011,0,1,0,0,0,1,NA,democracy,NA,NA,NA,human_rights,NA,success_total,NA,NA,NA,success_total,"democracy,human_rights","success_total,success_total"
1158,1159,EU,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1159,1160,Turkey,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1160,1161,Croatia,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1161,1162,Macedonia,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1162,1163,Montenegro,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1163,1164,Albania,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1164,1165,Bosnia and Herzegovina,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1165,1166,Serbia,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1166,1167,Liechtenstein,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1167,1168,Norway,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1168,1169,Ukraine,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1169,1170,Moldova,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1170,1171,Armenia,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1171,1172,Georgia,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1172,1173,Iceland,Guinea,2009,2014,1,1,1,1,1,0,human_rights,human_rights,human_rights,human_rights,human_rights,NA,success_total,success_total,success_total,success_total,success_total,NA,human_rights,success_total
1173,1174,Switzerland,Guinea,2009,2010,0,1,0,0,1,0,NA,human_rights,NA,NA,human_rights,NA,NA,failed,NA,NA,failed,NA,human_rights,failed
1174,1175,United States,Guinea,2009,2010,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,democracy,success_total
1175,1176,United States,Guinea,2009,2011,0,0,0,1,1,0,NA,NA,NA,democracy,democracy,NA,NA,NA,NA,success_total,success_total,NA,democracy,success_total
1176,1177,EU,Honduras,2009,2009,0,0,0,1,0,1,NA,NA,NA,democracy,NA,democracy,NA,NA,NA,success_part,NA,success_part,democracy,success_part
1177,1178,Organization of American States,Honduras,2009,2011,0,0,0,0,0,1,NA,NA,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,democracy,success_total
1178,1179,United States,Honduras,2009,2009,0,0,1,1,1,0,NA,NA,democracy,democracy,democracy,NA,NA,NA,success_part,success_part,success_part,NA,democracy,success_part
1179,1180,Venezuela,Honduras,2009,2009,1,0,0,0,0,0,human_rights,NA,NA,NA,NA,NA,nego_settlement,NA,NA,NA,NA,NA,human_rights,nego_settlement
1180,1181,Japan,Korea,2009,2022,1,0,0,0,0,0,prevent_war,NA,NA,NA,NA,NA,ongoing,NA,NA,NA,NA,NA,prevent_war,ongoing
1181,1182,Japan,North,2009,2022,1,0,0,0,0,0,prevent_war,NA,NA,NA,NA,NA,ongoing,NA,NA,NA,NA,NA,prevent_war,ongoing
1182,1183,African Union,Malagasy Republic,2009,2014,0,0,0,0,0,1,NA,NA,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,democracy,success_total
1183,1184,SADC,Malagasy Republic,2009,2014,0,0,0,0,0,1,NA,NA,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,democracy,success_total
1184,1185,African Union,Mauritania,2009,2009,0,0,0,1,1,0,NA,NA,NA,democracy,human_rights,NA,NA,NA,NA,success_total,success_total,NA,"democracy,human_rights","success_total,success_total"
1185,1186,EU,Mauritania,2009,2009,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,"democracy,human_rights","success_total,success_total"
1186,1187,United States,Mauritania,2009,2009,0,0,0,1,0,0,NA,NA,NA,end_war,NA,NA,NA,NA,NA,success_total,NA,NA,end_war,success_total
1187,1188,ECOWAS,Niger,2009,2011,0,0,0,1,0,1,NA,NA,NA,democracy,NA,democracy,NA,NA,NA,success_total,NA,success_total,democracy,success_total
1188,1189,EU,Niger,2009,2011,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,democracy,success_total
1189,1190,United States,Niger,2009,2011,0,0,0,1,1,0,NA,NA,NA,destab_regime,destab_regime,NA,NA,NA,NA,success_total,success_total,NA,destab_regime,success_total
1190,1191,EU,Somalia,2009,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1191,1192,Turkey,Somalia,2009,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1192,1193,Croatia,Somalia,2009,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1193,1194,Macedonia,Somalia,2009,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1194,1195,Montenegro,Somalia,2009,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1195,1196,Iceland,Somalia,2009,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1196,1197,Albania,Somalia,2009,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1197,1198,Bosnia and Herzegovina,Somalia,2009,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1198,1199,Serbia,Somalia,2009,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1199,1200,Liechtenstein,Somalia,2009,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
1200,1201,Norway,Somalia,2009,2022,0,1,1,1,1,0,NA,end_war,human_rights,human_rights,human_rights,NA,NA,ongoing,ongoing,ongoing,ongoing,NA,"end_war,human_rights","ongoing,ongoing"
